B2,B3,B4,B8,B11,B12,NDVI,NDMI,NBR,BSI,EVI,Elevation,Slope,Eastness,Northness,Label
0.04602538,0.06711798,0.0635324,0.25464502,0.21215296,0.121168934,0.600648,0.0910288,0.35516533,-0.04335004,0.37018704,500.0,23.10083,-0.09963266,-0.97672576,1
0.04466364,0.06548334,0.06347434,0.2488684,0.20925522,0.12196104,0.5935597,0.08646834,0.3422257,-0.03673653,0.35797626,328.0,20.137964,0.532888,-0.8427421,1
0.041248385,0.060905885,0.06465866,0.23058312,0.2029991,0.12681375,0.5619952,0.06361888,0.2903477,-0.007736474,0.31684995,492.0,20.940182,-0.22029485,-0.975309,1
0.04357494,0.06470305,0.04932451,0.2921097,0.20104827,0.10504005,0.7110746,0.18464962,0.4710305,-0.14556912,0.48124126,1038.0,29.445883,-0.2661652,-0.96136296,1
0.046414822,0.067413464,0.06570755,0.24912485,0.21398057,0.123887636,0.5825871,0.0758883,0.33574536,-0.027557008,0.35401666,726.0,20.695557,-0.99794835,0.032488298,1
0.04187336,0.06338848,0.050673127,0.27876318,0.19718882,0.10558967,0.69236463,0.17139196,0.45055866,-0.12801191,0.4494379,671.0,25.006155,-0.91845316,-0.36773494,1
0.044773977,0.06529741,0.06586478,0.24162379,0.21073066,0.12551485,0.57159525,0.068294086,0.31625366,-0.0174111,0.3377363,321.0,19.686426,0.9345611,-0.3551554,1
0.04439345,0.06544047,0.06073462,0.25668013,0.20734951,0.11821452,0.61731696,0.106309205,0.3693454,-0.057961885,0.38028857,416.0,21.974323,0.7351986,-0.6741432,1
0.043446925,0.06459393,0.049155585,0.29205707,0.20066662,0.104802296,0.7118771,0.18548012,0.47184163,-0.14638297,0.48151225,1005.0,37.8275,-0.9753725,-0.21935248,1
0.043807287,0.06508518,0.053412084,0.2788308,0.20297356,0.109257765,0.6784757,0.15744406,0.43694416,-0.11442094,0.4434762,1405.0,30.637512,-0.028854456,-0.99957705,1
0.042423937,0.06372586,0.047521632,0.2926119,0.19750537,0.10256788,0.72057074,0.19404851,0.4809052,-0.15517083,0.48645926,1134.0,26.598106,-0.54526824,-0.8364977,1
0.040404785,0.06221063,0.046786018,0.28477255,0.19199537,0.10043292,0.71778125,0.1945961,0.47854885,-0.15319552,0.47127807,581.0,22.740738,0.74500984,0.5001861,1
0.041322954,0.06291493,0.047564443,0.28677765,0.19465241,0.1018662,0.71547437,0.19135746,0.47578636,-0.15058938,0.47378626,665.0,26.258963,-0.9667885,-0.008723351,1
0.03973385,0.061705507,0.046349604,0.28283384,0.19009368,0.09950944,0.7183965,0.19609804,0.47947595,-0.15406568,0.46812707,506.0,27.713968,0.8796122,0.46612036,1
0.043959998,0.06517999,0.052166108,0.283955,0.20291953,0.10799257,0.68959934,0.16644017,0.44894382,-0.1249216,0.4572669,1038.0,28.082499,0.8136867,-0.5788561,1
0.042612564,0.063867524,0.047603812,0.29329753,0.19802506,0.10278234,0.72071797,0.19391021,0.48100194,-0.15524535,0.48774838,776.0,24.334484,-0.18075573,0.9794598,1
0.04052029,0.06006176,0.064177215,0.22900105,0.20124769,0.12663971,0.5621966,0.06450537,0.28782228,-0.0076576476,0.31451038,429.0,23.453405,0.9267382,-0.37248197,1
0.044307843,0.0654345,0.051546764,0.28789476,0.20359379,0.10752898,0.6962849,0.17152172,0.45613292,-0.13120447,0.4671402,1394.0,23.198166,-0.6653946,-0.6018312,1
