B2,B3,B4,B8,B11,B12,NDVI,NDMI,NBR,BSI,EVI,Elevation,Slope,Eastness,Northness,Label
0.042031225,0.06343092,0.047350533,0.29118446,0.19642337,0.1021214,0.7202621,0.19433874,0.48070237,-0.15501454,0.48377693,658.0,26.77337,0.74211234,-0.66660625,1
0.044348173,0.06517052,0.0628879,0.24940026,0.20829721,0.12130557,0.59724444,0.08980397,0.3455427,-0.039939784,0.36030832,370.0,20.90051,0.688764,0.721994,1
0.044559326,0.06536097,0.06343405,0.24854499,0.20901664,0.12197282,0.59334415,0.08638914,0.34160885,-0.036519226,0.35736963,355.0,20.194794,0.94800407,-0.30132717,1
0.04200232,0.06340921,0.047337938,0.29107937,0.19634373,0.10208853,0.7202393,0.19436017,0.48068735,-0.15500294,0.48357958,897.0,31.750435,0.8952409,-0.4381942,1
0.042412788,0.06235628,0.06505701,0.23422952,0.20555261,0.12638476,0.56525266,0.06520709,0.29905847,-0.011023607,0.3237192,411.0,31.911263,-0.89352137,-0.4365908,1
0.038563736,0.060611732,0.0491037,0.2676603,0.18833213,0.10250495,0.6899667,0.17396817,0.44616655,-0.12652801,0.42919725,518.0,21.746843,-0.6449627,-0.76363677,1
0.040683005,0.06020164,0.06446524,0.22881258,0.20175923,0.12702206,0.56038105,0.06283119,0.2860613,-0.006106,0.31352472,808.0,29.92865,0.3696434,-0.92286783,1
0.044266716,0.06540478,0.051605564,0.28747818,0.20350823,0.1075663,0.6956176,0.17102297,0.45542184,-0.13057846,0.46611044,1144.0,33.00217,0.84317434,-0.5361261,1
0.04292106,0.06422268,0.049697477,0.28744152,0.19948386,0.10501566,0.70518106,0.1806389,0.46482998,-0.14007781,0.47032636,1361.0,30.14456,0.9626534,-0.26824695,1
0.039594676,0.061557315,0.047982004,0.27655,0.19039649,0.10140322,0.70430034,0.18450403,0.46340862,-0.14023973,0.45083088,356.0,37.19964,0.29994437,0.95181096,1
0.047151368,0.06847175,0.062217128,0.2641293,0.21403164,0.11895506,0.61870503,0.10477157,0.37896156,-0.059625804,0.39319342,791.0,17.955936,-0.9641576,-0.110248886,1
0.0433706,0.06444808,0.059031762,0.25768173,0.20429511,0.11625358,0.62722296,0.11556123,0.37821555,-0.06684416,0.38600007,396.0,23.225405,0.6259536,0.77693826,1
0.04193088,0.06341744,0.048916485,0.28515342,0.19668922,0.103665836,0.7071482,0.18359563,0.46676594,-0.14227347,0.46717766,1343.0,20.853298,-0.80785835,-0.5879746,1
0.038703226,0.05928672,0.058177352,0.23940964,0.1936452,0.11697363,0.6090061,0.10567818,0.34355152,-0.04961042,0.34900698,674.0,24.626308,0.9794788,-0.18207617,1
0.04153793,0.061266545,0.06475771,0.23148984,0.20363405,0.12670709,0.5628135,0.06401805,0.29252833,-0.008562678,0.31855544,474.0,20.30315,0.8528988,0.47273055,1
0.038712777,0.05928954,0.058213565,0.23934089,0.19368827,0.117033325,0.60871994,0.105426185,0.34319982,-0.049347207,0.34878418,676.0,23.656895,0.97433496,0.22314304,1
0.042766176,0.06414731,0.05318532,0.2745233,0.20035696,0.108773574,0.6754109,0.15617901,0.4324317,-0.111674204,0.4347158,886.0,25.857067,0.97450256,-0.22158034,1
0.04302605,0.064312585,0.049851637,0.28743,0.19980232,0.10522728,0.7043916,0.1798478,0.4640248,-0.1392875,0.46995172,1060.0,24.090229,0.83534354,0.5245538,1
0.04169203,0.06317617,0.04720275,0.28995153,0.19548883,0.101735756,0.7199932,0.19459179,0.4805256,-0.15487818,0.48146182,748.0,39.08535,0.58669597,-0.8077027,1
0.04093043,0.060509834,0.064549886,0.2295874,0.20230182,0.1269309,0.5610901,0.06317729,0.28794172,-0.0068223746,0.3149791,670.0,20.399168,0.19387183,0.97080964,1
0.043193705,0.06445945,0.050145693,0.28724062,0.20032544,0.105610386,0.7027402,0.1782634,0.46233875,-0.13765268,0.46887767,1086.0,36.16263,0.20254573,0.9786873,1
0.043789815,0.06407152,0.065528095,0.2385418,0.2085724,0.12587744,0.5689932,0.0670285,0.3091614,-0.014792667,0.3318796,639.0,20.264534,-0.99985737,-0.00316221,1
0.042596452,0.063855425,0.047596794,0.29323897,0.19798069,0.10276402,0.7207054,0.19392197,0.48099372,-0.15523897,0.48763824,673.0,34.12983,0.9843008,-0.16340235,1
0.04621588,0.06736034,0.063278176,0.25633687,0.21244463,0.120720595,0.6040351,0.09363048,0.35967004,-0.04639646,0.37432268,694.0,23.43529,0.30923164,0.942663,1
0.044736855,0.06589591,0.053283565,0.28386524,0.20521317,0.10938849,0.6839166,0.1608169,0.44367474,-0.11940981,0.45460245,916.0,23.565495,-0.53752404,-0.8113636,1
0.04262195,0.06387458,0.047607902,0.29333165,0.19805093,0.10279301,0.72072524,0.19390334,0.48100677,-0.15524904,0.48781255,830.0,33.037663,0.7429864,0.65529174,1
0.040923677,0.060951915,0.06271943,0.23513113,0.20111632,0.1235769,0.5788531,0.077971354,0.31098893,-0.022632468,0.33041212,419.0,22.717747,-0.41601914,-0.85316765,1
0.04615261,0.06710042,0.06553796,0.2485571,0.21336089,0.12385485,0.58268714,0.076195806,0.33485028,-0.027563859,0.3531442,710.0,20.148336,-0.65221626,0.75074923,1
0.04229402,0.06362829,0.04746503,0.29213968,0.19714743,0.10242017,0.72046894,0.19414419,0.48083833,-0.15511931,0.48557168,951.0,35.32873,0.5906093,0.80677736,1
0.043466203,0.06477993,0.05345352,0.2770163,0.20215791,0.10922528,0.67649984,0.15622376,0.4344199,-0.112605035,0.4394818,1392.0,26.528124,0.5116787,-0.83969915,1
0.04646653,0.06764966,0.06337092,0.25713587,0.21302132,0.12070095,0.604558,0.093829356,0.36109483,-0.04691449,0.3758449,565.0,24.793695,0.94756395,-0.29390988,1
0.043089975,0.064440094,0.052605983,0.27810702,0.20092402,0.108180806,0.68186325,0.16112316,0.43989533,-0.11773761,0.4437012,959.0,22.704391,-0.99317497,-0.016348386,1
0.042516656,0.06363859,0.05778797,0.25787148,0.20179206,0.11476527,0.63385874,0.122001015,0.38403675,-0.07287576,0.38904822,486.0,21.282724,-0.5601631,-0.7852858,1
0.042754553,0.06413718,0.053155474,0.27456903,0.20031705,0.108736075,0.6756088,0.15635745,0.43263957,-0.11186316,0.43488005,926.0,20.952202,0.9898518,-0.09038472,1
0.044384502,0.06538707,0.061233576,0.2549878,0.20756459,0.118909165,0.61271703,0.10252506,0.36394688,-0.053811558,0.3756367,426.0,23.318636,0.16041124,-0.981578,1
0.04230888,0.06346886,0.05725549,0.25866646,0.20106716,0.11406432,0.63753396,0.1252884,0.3879533,-0.076261096,0.39188585,415.0,22.233713,0.71777683,0.6891461,1
0.03792566,0.05892612,0.05583441,0.24313612,0.19050759,0.11317492,0.62648886,0.12136353,0.36474088,-0.065831505,0.36194962,540.0,21.151587,-0.40129325,-0.91027814,1
0.041638948,0.06139237,0.064792275,0.23180619,0.20385559,0.12666987,0.5630977,0.06415665,0.29328686,-0.008849538,0.31915087,345.0,17.863201,0.85619605,-0.4996797,1
0.04094537,0.060528442,0.064555,0.22963418,0.20233458,0.1269254,0.5611327,0.06319808,0.28805506,-0.0068654562,0.31506693,732.0,25.380299,0.20727317,-0.9773558,1
0.041384008,0.061074816,0.06470506,0.23100781,0.20329651,0.12676379,0.5623792,0.06380618,0.2913703,-0.0081241755,0.31764856,343.0,19.171606,0.4220615,-0.88342965,1
0.04041633,0.059869464,0.06437401,0.22797745,0.20117441,0.1271203,0.5596122,0.062455855,0.28402644,-0.0053289835,0.3119586,801.0,24.125927,0.32269615,-0.92977804,1
0.042285625,0.062197883,0.065013506,0.2338313,0.20527373,0.12643161,0.56490123,0.06503585,0.29811475,-0.010669187,0.32296765,380.0,18.757414,-0.90412045,0.39213923,1
0.043006573,0.06436507,0.05322164,0.27557138,0.20095381,0.10886371,0.67626053,0.15658683,0.43364322,-0.11244368,0.43688726,780.0,29.136484,0.9695195,-0.19390123,1
0.044462457,0.065598,0.052123524,0.28661716,0.2041618,0.108150996,0.69225115,0.16800918,0.45207843,-0.12733872,0.46310037,1183.0,22.412012,-0.5984746,-0.62126553,1
0.04424449,0.065344766,0.059822053,0.25904107,0.20660156,0.117033854,0.6247791,0.11261751,0.37760353,-0.0647031,0.38724217,418.0,21.741602,0.42531344,0.90316784,1
0.042291682,0.063696116,0.048849735,0.28722596,0.19759049,0.10379917,0.70929325,0.18488538,0.46909207,-0.14424218,0.4717942,1534.0,26.43212,0.9686901,-0.0051478664,1
0.044021767,0.06528844,0.054061968,0.27761692,0.20372984,0.110016175,0.6740102,0.15350074,0.43236953,-0.11018902,0.43943715,1031.0,25.716585,-0.8983026,-0.40992138,1
0.04186195,0.061670147,0.06486856,0.23250453,0.20434463,0.1265877,0.5637227,0.06446138,0.29495716,-0.009480286,0.32046607,442.0,20.711685,-0.26838836,0.9629655,1
0.04205209,0.06344659,0.047359623,0.2912603,0.19648087,0.10214512,0.72027856,0.19432321,0.48071322,-0.15502287,0.4839194,628.0,32.85655,0.5986538,0.7988447,1
0.043657467,0.06465229,0.04805906,0.2970956,0.20090398,0.10397032,0.72152156,0.19315602,0.48153,-0.1556512,0.4948982,888.0,23.726625,0.7998354,0.59874797,1
0.039306402,0.060056135,0.05786503,0.24306077,0.1947527,0.116109446,0.6154199,0.1103394,0.35345727,-0.05560801,0.35739574,566.0,26.974546,0.7386369,0.6587564,1
0.04628005,0.0672479,0.065666564,0.24868125,0.21368448,0.12393659,0.5822044,0.07569065,0.33477905,-0.027180763,0.35315195,654.0,20.882002,0.62224656,0.7793274,1
0.042962838,0.06423718,0.049342092,0.28891268,0.19947578,0.10468535,0.7082549,0.18312657,0.46805957,-0.14303185,0.47430557,1110.0,23.03244,0.84878504,-0.52627784,1
0.045897078,0.06713388,0.057960074,0.27305517,0.20959538,0.114421904,0.6498042,0.13148184,0.40940037,-0.0876319,0.42123058,738.0,21.200554,0.9517044,-0.26413104,1
0.04179553,0.063302115,0.051856916,0.2743187,0.19746426,0.10696719,0.6820307,0.1629021,0.43891346,-0.11812676,0.4372305,501.0,29.338814,0.8051078,-0.59193563,1
0.04167621,0.061438788,0.064805016,0.23192286,0.2039373,0.12665614,0.5632024,0.06420765,0.29356632,-0.008955154,0.31937057,428.0,26.054256,0.59390336,-0.79811025,1
0.044156317,0.06509106,0.048865717,0.2967651,0.20243278,0.10502742,0.7172375,0.18896776,0.47720566,-0.15133384,0.4923378,1177.0,22.097813,0.99538124,0.09413133,1
0.04078361,0.060326952,0.064499654,0.22912763,0.20197985,0.126985,0.5606699,0.062972195,0.28682676,-0.0063978382,0.31411594,716.0,23.871347,0.56571496,0.8176739,1
0.042432107,0.063598916,0.057260413,0.2592202,0.2013483,0.114042796,0.6381427,0.12565319,0.38894135,-0.076827765,0.39305803,409.0,19.478722,-0.5263705,0.8046295,1
0.043042354,0.06431587,0.049661875,0.2881846,0.19978242,0.105046906,0.7060092,0.18116428,0.4657249,-0.14084162,0.47200888,1158.0,26.253773,0.901746,-0.4270717,1
0.04310581,0.064374365,0.04983301,0.28790125,0.19999991,0.10525184,0.7048981,0.18016218,0.4645758,-0.13975301,0.47100973,1071.0,26.381937,-0.013456641,0.9929464,1
0.044023942,0.065235,0.052190635,0.2841873,0.20308702,0.10804173,0.6896905,0.16643658,0.4490885,-0.12499566,0.45771292,1007.0,25.35834,0.88006383,-0.45136017,1
0.041861653,0.06166978,0.064868465,0.23250361,0.20434397,0.12658782,0.5637219,0.064461,0.29495493,-0.0094794575,0.3204643,391.0,30.048733,-0.28580174,-0.9571406,1
0.039954346,0.059527215,0.06338563,0.22901046,0.19959912,0.12568516,0.56644,0.06862036,0.29130697,-0.011241786,0.31615838,490.0,22.487722,-0.1923407,0.9704004,1
0.043007765,0.06429049,0.049694262,0.28789386,0.19970441,0.10505996,0.70559233,0.18086499,0.4652809,-0.14044961,0.47130862,1218.0,33.648697,-0.3587625,-0.8975174,1
0.042827472,0.06413529,0.04939894,0.28802073,0.19914684,0.10466402,0.7071959,0.18242982,0.46693107,-0.14204915,0.47225344,1341.0,18.964033,0.72361434,-0.6886859,1
0.04122698,0.060879223,0.06465133,0.23051608,0.20295215,0.12682165,0.5619345,0.063589275,0.29018605,-0.0076751695,0.31672394,505.0,28.929766,0.2333283,-0.97151375,1
0.045949046,0.06703314,0.063450254,0.25458246,0.21195348,0.121104255,0.60098284,0.09137343,0.35529128,-0.043629523,0.3702201,495.0,21.956486,0.5054877,0.8509514,1
0.041635796,0.06313394,0.04717825,0.28974712,0.1953339,0.10167182,0.71994835,0.19463392,0.48049617,-0.15485543,0.48107815,611.0,23.320938,-0.973724,0.118784375,1
0.04027486,0.06211182,0.04658531,0.28480032,0.19158426,0.10012453,0.7188453,0.19567397,0.47977102,-0.15429458,0.47180605,615.0,25.382582,-0.20663735,0.97469825,1
0.040313866,0.06125137,0.057585515,0.24847256,0.19678976,0.115196064,0.6236955,0.1160727,0.36647785,-0.06335342,0.3694688,352.0,23.92507,-0.7528654,0.65582186,1
0.0440464,0.06525686,0.05225578,0.28406924,0.20316447,0.10811618,0.6892543,0.1660492,0.44864765,-0.1245774,0.45731384,955.0,26.618252,0.43135542,-0.88355505,1
0.042839084,0.064201325,0.053864792,0.27255115,0.20080337,0.10959634,0.6699622,0.15157303,0.42641863,-0.106519036,0.4289829,981.0,27.002808,0.21426013,0.9610754,1
0.04263415,0.06390707,0.0560055,0.26433417,0.20123087,0.112300396,0.6503368,0.13554132,0.4036639,-0.088145226,0.40669778,347.0,21.53978,0.50046617,-0.86172026,1
0.04299948,0.06428071,0.049629048,0.28808257,0.19966207,0.1049904,0.7060862,0.1812844,0.4657969,-0.14092816,0.47186348,1333.0,32.02528,0.8955261,-0.44148928,1
0.043215804,0.06439658,0.048823968,0.29205477,0.1999679,0.104343735,0.71354055,0.1871598,0.47354123,-0.14806414,0.48226395,834.0,23.596445,0.9070476,-0.4145293,1
0.0408107,0.062520966,0.04719815,0.28542572,0.19319682,0.10114693,0.7162071,0.19269653,0.476699,-0.15149435,0.47172493,742.0,27.066963,0.9797169,-0.18523355,1
0.03947228,0.05938438,0.061591256,0.2323671,0.19743873,0.12271239,0.5809525,0.08126546,0.30881736,-0.024129078,0.32693818,379.0,19.877396,-0.8503273,-0.44573337,1
0.045169614,0.06597445,0.06459081,0.24742527,0.21086949,0.12324271,0.5859777,0.07976478,0.3350237,-0.030163592,0.35263604,496.0,34.35335,0.36358917,-0.9248782,1
0.042594492,0.06385396,0.04759594,0.29323184,0.19797528,0.10276179,0.7207039,0.19392343,0.4809927,-0.15523821,0.48762485,768.0,29.791689,-0.9666159,-0.23265007,1
0.041171197,0.060914475,0.06421498,0.23160836,0.20256057,0.12607068,0.56585586,0.06690434,0.29506254,-0.01112769,0.31991354,347.0,23.648226,-0.57479185,-0.8146302,1
0.046035357,0.06711727,0.0637047,0.25411454,0.21225265,0.121394806,0.59911364,0.08976166,0.35343924,-0.041993134,0.36870334,465.0,20.897646,-0.9509317,-0.1393739,1
0.04286391,0.0640563,0.04771332,0.29421115,0.19871758,0.1030681,0.7209131,0.19372693,0.4811302,-0.15534401,0.4894669,745.0,23.744776,0.9958631,-0.040698677,1
0.043577436,0.06471693,0.049484905,0.29154813,0.20110255,0.105190404,0.70979404,0.18358967,0.4697243,-0.14433366,0.4796649,1137.0,25.86322,0.6444642,0.75599927,1
0.04118377,0.0608254,0.06463655,0.23038076,0.20285739,0.12683757,0.5618118,0.063529424,0.28985968,-0.007551291,0.31646958,474.0,21.595041,-0.0074619376,-0.99160475,1
0.044553544,0.06504433,0.065654054,0.24136518,0.21017322,0.12538116,0.5723131,0.06907931,0.31625134,-0.017964436,0.33761048,326.0,21.601309,-0.013906151,-0.9974474,1
0.046729423,0.067984596,0.06267635,0.26065788,0.21329346,0.11968936,0.6123123,0.09993518,0.3706311,-0.053856358,0.38480517,704.0,19.3447,-0.12054598,0.9420821,1
0.04272265,0.063987084,0.04818559,0.29179123,0.19849081,0.10341127,0.71653605,0.19029948,0.47666693,-0.15113376,0.4831586,646.0,21.924185,-0.94416535,-0.3126368,1
0.041181065,0.06082203,0.06463563,0.23037228,0.20285146,0.12683856,0.5618041,0.063525654,0.28983924,-0.007543513,0.31645364,429.0,20.754044,0.9655822,-0.23760897,1
0.043349594,0.06457426,0.049992997,0.28857344,0.200674,0.10554275,0.70467836,0.17966256,0.46440795,-0.1394738,0.47209644,870.0,18.265032,-0.42395735,0.8309674,1
0.04467032,0.06578411,0.052337866,0.2868948,0.20474933,0.108443506,0.6914338,0.16708319,0.45138884,-0.12652276,0.46322367,1193.0,27.971527,-0.69106823,-0.7185331,1
0.04386482,0.06480802,0.048149403,0.2978493,0.20147528,0.10420606,0.72167873,0.19300877,0.48163328,-0.15573041,0.49631882,872.0,22.995064,-0.9189685,-0.34231794,1
0.0425252,0.0624963,0.06509546,0.23458156,0.20579912,0.12634335,0.56556255,0.065358095,0.2998912,-0.011336065,0.3243839,318.0,22.278454,0.17191887,-0.95779437,1
0.046228774,0.067196794,0.065530784,0.24890792,0.21351376,0.12378469,0.58318883,0.07654088,0.3357277,-0.028026257,0.35390693,627.0,24.949648,-0.01583321,0.9979431,1
0.044126943,0.065286994,0.051546212,0.2869862,0.20313735,0.107445374,0.69547254,0.17107697,0.45518878,-0.13047117,0.46518192,1299.0,20.447853,0.84591204,-0.5306679,1
0.046202924,0.067347504,0.063238725,0.2564118,0.21239947,0.12067613,0.60432583,0.09388069,0.3599576,-0.04665177,0.37456322,658.0,29.913572,0.96929574,0.24047615,1
0.0398609,0.060333293,0.059625395,0.2400604,0.19700272,0.11886383,0.6020806,0.09851593,0.33766618,-0.043412935,0.34729603,748.0,27.81043,-0.22688074,0.9737788,1
0.043023862,0.06438196,0.052680247,0.27752468,0.20078985,0.10824705,0.68092394,0.16042754,0.43880257,-0.1168576,0.44228426,987.0,22.03313,-0.30688506,-0.9149134,1
0.0433952,0.06459944,0.04981809,0.28942752,0.20073572,0.10539837,0.70630074,0.1809434,0.46610203,-0.14102197,0.47433433,1041.0,33.036785,-0.21728946,0.95974404,1
0.043502256,0.06464925,0.04933958,0.29168263,0.20086482,0.10500842,0.71063715,0.18438388,0.4705783,-0.14516918,0.48028547,1035.0,20.538364,0.87085783,0.48270425,1
0.043100424,0.06436715,0.049775247,0.28807846,0.1999675,0.10519154,0.7053444,0.18053822,0.4650416,-0.14018437,0.47152275,888.0,22.097809,0.12401686,0.99067235,1
0.03873257,0.059714545,0.056359015,0.24516621,0.19260186,0.11377356,0.6261738,0.12007352,0.36605766,-0.06556681,0.36510557,514.0,23.264282,0.66910315,-0.73316747,1
0.044144202,0.06530446,0.051602885,0.28687155,0.20319869,0.10750826,0.69508547,0.17073648,0.45479837,-0.1300989,0.46480817,1206.0,24.220165,0.28267923,-0.95573413,1
0.039670087,0.060761373,0.056283794,0.24967267,0.19463706,0.11331923,0.6320797,0.12386766,0.37563768,-0.07111695,0.37482828,361.0,26.215967,0.20240787,-0.97596776,1
0.039136406,0.06043705,0.054799672,0.25193033,0.19261223,0.11107045,0.64268464,0.13343626,0.38804293,-0.081070684,0.3828656,450.0,23.04801,-0.5572542,-0.8216841,1
0.040049117,0.061379064,0.054868642,0.25595504,0.19472946,0.11100822,0.64694685,0.13585019,0.39499,-0.08505473,0.39128003,384.0,18.865726,0.9174027,-0.39297938,1
0.0408555,0.062552914,0.04708972,0.28603357,0.19327371,0.10105691,0.71728355,0.19352901,0.47786415,-0.15253462,0.47328526,614.0,18.474339,-0.7657512,-0.6344088,1
0.040174328,0.06203632,0.046541512,0.2844349,0.19130728,0.10001024,0.7187624,0.19575232,0.47971648,-0.15425232,0.47112212,522.0,20.310366,-0.9324023,0.33592412,1
0.045162436,0.06596563,0.06458977,0.24739769,0.21085416,0.12324663,0.5859464,0.07974552,0.3349601,-0.03013394,0.3525794,515.0,31.011372,0.6445086,-0.76455283,1
0.04486222,0.06547045,0.065467365,0.24327236,0.21069534,0.124816746,0.5759058,0.07176066,0.32181233,-0.021215547,0.34203532,455.0,25.121979,-0.2150552,-0.9684243,1
0.04340625,0.064463615,0.047949612,0.29618248,0.20021182,0.1036847,0.72133017,0.19333553,0.4814043,-0.1555547,0.49317792,839.0,28.42377,0.64375997,0.76226056,1
0.043518316,0.064547785,0.047998436,0.29658982,0.20052059,0.10381211,0.7214157,0.19325532,0.48146048,-0.15559784,0.49394524,960.0,20.118105,0.23499173,0.9695946,1
0.03904784,0.060098216,0.056181673,0.2471542,0.1931951,0.113358095,0.6295745,0.12253704,0.37112772,-0.06875789,0.36970475,533.0,17.952106,0.9050554,-0.4142308,1
0.041120112,0.060746104,0.06461477,0.23018141,0.2027178,0.12686102,0.56163085,0.06344113,0.28937846,-0.0073685534,0.31609493,605.0,26.85131,-0.9523159,-0.29619667,1
0.042698044,0.06408319,0.0532984,0.27380395,0.20023699,0.10889536,0.6741179,0.15519115,0.43090904,-0.11046048,0.43292102,669.0,27.859049,0.01672213,0.99954796,1
0.041436117,0.061139725,0.06472288,0.231171,0.20341079,0.1267446,0.5625264,0.063877985,0.29176265,-0.008272807,0.31795552,341.0,21.217741,0.54644835,-0.8224398,1
0.041608647,0.06311355,0.047166422,0.28964844,0.1952591,0.101640955,0.7199267,0.19465433,0.48048195,-0.15484446,0.48089296,589.0,26.24928,-0.37997755,0.91999793,1
0.04124618,0.06284132,0.0470085,0.2883309,0.19426042,0.101228856,0.7196363,0.19492786,0.480291,-0.15469702,0.47842112,543.0,25.140343,0.67030257,-0.7373744,1
0.039034657,0.060848955,0.051002603,0.26371333,0.19039366,0.10529901,0.6758817,0.16145903,0.42929274,-0.11274902,0.41643673,361.0,21.46654,0.24461024,-0.94840115,1
0.042413685,0.06371816,0.047517166,0.29257464,0.19747712,0.10255623,0.7205627,0.1940561,0.48089996,-0.1551668,0.48638922,1050.0,25.056238,0.8309149,-0.5327225,1
0.044157837,0.06509492,0.048892293,0.29667652,0.20244387,0.10505099,0.71703297,0.18879743,0.47700375,-0.15113585,0.49208584,1210.0,25.75559,0.9886091,0.14672346,1
0.041959163,0.06339478,0.047683775,0.28963232,0.19634347,0.102403976,0.71727544,0.19196194,0.47757912,-0.15212195,0.47966024,1315.0,36.310345,0.83724326,0.5438336,1
0.039434254,0.060133252,0.05820434,0.24257697,0.19523226,0.11663132,0.612979,0.10814006,0.35062012,-0.05336585,0.35564443,719.0,26.738873,-0.83564895,0.54833597,1
0.0373484,0.05875508,0.053685717,0.24715558,0.18792062,0.10961515,0.6430961,0.13614848,0.3855149,-0.08153736,0.3751868,721.0,22.559586,0.83583397,0.48893106,1
0.044055752,0.06528373,0.052716054,0.2824935,0.2033415,0.10859035,0.68547404,0.16291952,0.44466972,-0.120993614,0.4528985,1013.0,33.448837,-0.22741468,0.9733075,1
0.04243548,0.06382424,0.0492776,0.28645286,0.19810323,0.10432176,0.70644546,0.18233106,0.4660771,-0.14143999,0.46915144,1267.0,25.827948,0.88526297,-0.45463392,1
0.0429916,0.06434264,0.053889774,0.2732041,0.2011794,0.10964679,0.67049354,0.15182798,0.4272089,-0.10700206,0.4303299,899.0,22.494946,0.92714596,0.3451539,1
0.03956912,0.059824973,0.060308438,0.23668335,0.196813,0.12027281,0.59387136,0.0919739,0.32612002,-0.03586796,0.3387225,437.0,23.4755,0.8663029,-0.42279688,1
0.0423232,0.063650206,0.04747774,0.29224575,0.19722782,0.10245335,0.7204918,0.19412269,0.48085338,-0.15513091,0.485771,744.0,23.927172,-0.89438367,0.44440997,1
0.047110453,0.068429746,0.061759606,0.26551896,0.21376476,0.11843958,0.6225869,0.1079824,0.3830606,-0.06308734,0.39711487,931.0,25.34141,0.97086096,-0.23862457,1
0.042832624,0.06405165,0.04795296,0.29319063,0.19870701,0.10326772,0.7188693,0.19207983,0.47904882,-0.1533651,0.48671257,775.0,24.973827,-0.3685499,-0.9217006,1
0.04259859,0.063857034,0.047597725,0.29324675,0.19798657,0.10276645,0.72070706,0.19392042,0.48099482,-0.15523984,0.48765287,633.0,33.508877,0.92693096,-0.36499825,1
0.040973216,0.06102694,0.062667616,0.23550165,0.20118481,0.123442665,0.57965076,0.07858462,0.31219044,-0.023360727,0.33130068,406.0,33.661167,0.016551353,-0.9928938,1
0.03987069,0.06081171,0.057265256,0.24747972,0.19563447,0.11484945,0.6241759,0.11700201,0.3660491,-0.06376803,0.36805034,314.0,18.398321,0.6739738,-0.7221042,1
0.042524684,0.06380153,0.047565524,0.2929781,0.19778295,0.10268243,0.7206495,0.19397455,0.48095694,-0.15521067,0.48714775,644.0,28.487185,0.8338108,0.54972523,1
0.041856542,0.06166341,0.064866714,0.23248759,0.20433277,0.1265897,0.5637076,0.064454004,0.2949167,-0.009465015,0.32043415,414.0,23.182384,-0.7092471,-0.70407104,1
0.04348227,0.06469006,0.050192922,0.28853753,0.20107603,0.10580976,0.70364094,0.17863373,0.4633676,-0.13844061,0.47156686,861.0,24.255207,-0.54190665,-0.83595675,1
0.04088368,0.060629867,0.06383931,0.23154344,0.20174694,0.12565278,0.56775194,0.068767965,0.29644957,-0.012715048,0.32054725,390.0,19.068922,-0.3149804,-0.92610306,1
0.042691875,0.06402119,0.049212523,0.28798842,0.19873817,0.10439948,0.7081116,0.18336834,0.46787617,-0.14297472,0.4726085,1414.0,27.869942,0.2573682,0.9453923,1
0.04458733,0.0650897,0.06564374,0.24154107,0.21023554,0.12533447,0.57261074,0.06929428,0.31674665,-0.018236624,0.33800447,318.0,20.707897,-0.0778454,-0.9862451,1
0.041345064,0.06102631,0.06469173,0.23088586,0.2032111,0.12677814,0.56226903,0.063752495,0.29107687,-0.008013012,0.31741923,562.0,22.160965,-0.44207484,0.89631003,1
0.04204841,0.063443825,0.04735802,0.29124692,0.19647072,0.10214093,0.72027564,0.19432595,0.4807113,-0.15502141,0.48389426,716.0,27.959188,0.7495071,-0.63002443,1
0.040198807,0.062054705,0.046552178,0.28452387,0.19137472,0.10003807,0.7187826,0.1957332,0.47972977,-0.1542626,0.47128862,579.0,23.375233,-0.80619466,-0.58572924,1
0.043045454,0.06432768,0.049847893,0.28754184,0.19985063,0.10523397,0.70450854,0.17991908,0.4641525,-0.13939469,0.47020125,1112.0,34.851433,-0.9735293,0.18614453,1
0.040719263,0.06244559,0.046778932,0.28641567,0.19280867,0.10062979,0.71920955,0.19533022,0.48001048,-0.15448005,0.47483104,772.0,19.161081,-0.2976752,0.93636096,1
0.03914088,0.059629966,0.05893062,0.23903188,0.19504811,0.1180709,0.6044427,0.10132642,0.33872876,-0.045464557,0.34659946,497.0,20.642256,-0.27522096,-0.9455209,1
0.042862315,0.06406751,0.047875974,0.29362008,0.19876169,0.10321725,0.7196104,0.19265212,0.4798007,-0.15407588,0.48781648,985.0,23.000845,0.014758371,-0.9769024,1
0.043037485,0.06439412,0.052953277,0.27664796,0.20092627,0.10856132,0.67868274,0.15855479,0.43635148,-0.11473136,0.43979448,995.0,20.716778,0.7905852,-0.54353625,1
0.042849053,0.064222865,0.05316586,0.27499434,0.20055012,0.10876684,0.67597616,0.15654524,0.4331535,-0.11219729,0.4357707,897.0,21.89094,0.8190433,-0.5731657,1
0.04296129,0.06431841,0.053671252,0.2738059,0.20101985,0.1093826,0.67221373,0.15328999,0.42909244,-0.108627476,0.43210295,934.0,25.323322,0.91282976,0.40394446,1
0.044700112,0.0652054,0.065839514,0.24139246,0.21056867,0.12554207,0.57140195,0.068200104,0.31572494,-0.017216679,0.337296,476.0,23.490902,-0.12411967,-0.9849197,1
0.03936081,0.05935135,0.06117635,0.23314326,0.19693919,0.122025,0.5842863,0.08417937,0.3128609,-0.027116472,0.3294397,461.0,24.126167,0.54105216,-0.8199414,1
0.043515187,0.06454543,0.047997072,0.29657844,0.20051196,0.10380855,0.7214133,0.19325756,0.4814589,-0.15559663,0.49392378,940.0,18.203522,0.8211016,-0.3049324,1
